Relevant,Title,URL
1,A startup 3D-printed emergency breathing valves for COVID-19 patients at an Italian hospital in less than 6 hours,https://www.businessinsider.com/coronavirus-italian-hospital-3d-printed-breathing-valves-covid-19-patients-2020-3
1,Researchers at Northwestern University are working on a self-sanitizing mask design to slow the spread of pandemics like COVID-19,https://www.businessinsider.com/northwestern-university-researchers-testing-self-sanitizing-face-masks-2020-4
1,A Seattle-area hospital system is asking volunteers to sew fabric masks to make up for a shortage of protective gear to fight COVID-19,https://www.businessinsider.com/providence-st-joseph-health-volunteers-sew-masks-coronavirus-covid-19-2020-3
1,Verily launched a coronavirus screening tool to help automate health systems' frontline response,https://www.businessinsider.com/verily-launches-coronavirus-screening-tool-2020-4
1,Doctors and nurses in Spain are taping garbage bags to their bodies for protection against the novel coronavirus as supplies dwindle,https://news.yahoo.com/doctors-nurses-spain-taping-garbage-184700233.html
1,This robot could make COVID-19 testing faster and safer - CNET,https://www.cnet.com/news/this-robot-could-make-covid-19-testing-faster-and-safer/
1,Scientists find exquisitely potent antibodies; a blood test may identify who needs steroids - Reuters India,https://in.reuters.com/article/health-coronavirus-science-idINKCN24Q067
1,"Facing possible closure amid COVID-19, NC free and charitable clinics leap into telemedicine and other creative solutions to keep treating the uninsured",https://finance.yahoo.com/news/facing-possible-closure-amid-covid-140200192.html
1,New procedures at animal clinics amid coronavirus pandemic,https://www.cbs8.com/article/life/pets/new-procedures-at-animal-clinics-amid-coronavirus-pandemic/509-2608bcd7-179c-4613-b907-eee22969b0cb
1,Arts Club theatre being turned into 'field hospital' for new COVID-19 equipment,https://vancouversun.com/news/arts-club-theatre-being-turned-into-field-hospital-for-new-covid-19-equipment
1,"Tulsa-based AAON builds materials for temporary hospital in New York, COVID-19 epicenter of U.S.",https://www.tulsaworld.com/business/tulsa-based-aaon-builds-hvac-units-for-temporary-hospital-in-new-york-covid-19-epicenter/article_39112abd-a177-56f0-b190-7335cc43762b.html
1,Coronavirus-induced equipment shortages led New York hospital to use garden hoses with ventilators: book,https://www.foxnews.com/health/new-york-hospital-garden-hoses-ventilators-book
1,Doctors seek new solutions for helping seriously ill Covid-19 patients,https://www.irishtimes.com/news/health/doctors-seek-new-solutions-for-helping-seriously-ill-covid-19-patients-1.4235156
1,"AMC Health Launches New Telehealth IVR Monitoring Solutions with eviCore healthcare and Other Customers to Help Assess, Monitor, and Triage COVID-19 Patients At-Home",https://www.prnewswire.com/news-releases/amc-health-launches-new-telehealth-ivr-monitoring-solutions-with-evicore-healthcare-and-other-customers-to-help-assess-monitor-and-triage-covid-19-patients-at-home-301043820.html
1,Coronavirus: San Jose company pivots to new challenge of producing protective equipment for healthcare workers,https://abc7news.com/ppe-for-coroonavirus-what-is-equipment-means/6082476/
1,CorporateCARE Solutions Unveils New Backup Care Programs to Support Organizations and their Employees During Nationwide COVID-19 Pandemic,https://www.businesswire.com/news/home/20200421005130/en/CorporateCARE-Solutions-Unveils-New-Backup-Care-Programs
1,New Orleans forms 'death care task force' to ensure safe handling and burial of coronavirus victims,https://www.dailymail.co.uk/news/article-8202237/New-Orleans-forms-death-care-task-force-ensure-safe-handling-burial-coronavirus-victims.html
1,Qventus Deploys COVID-19 Solutions to Help Hospitals Mitigate Surge,https://www.businesswire.com/news/home/20200409005203/en/Qventus-Deploys-COVID-19-Solutions-Hospitals-Mitigate-Surge
1,Telemedicine offers solutions to Hong Kong patients unwilling to visit hospitals for check-ups amid coronavirus crisis,https://www.scmp.com/news/hong-kong/health-environment/article/3078507/telemedicine-offers-solutions-hong-kong-patients
1,Appnovation working with Ministry of Health in British Columbia on digital solutions to prevent spread of COVID-19 between province wide healthcare facilities,https://news.yahoo.com/appnovation-working-ministry-health-british-100000395.html
1,"With childrens' vaccinations down amid coronavirus, doctors get creative",https://www.foxnews.com/health/coronavirus-children-vaccinations-down
1,e4 Provides Six New Solution Bots to Assist Hospitals with Operational Improvement and COVID-19 Revenue Protection,https://news.yahoo.com/e4-provides-six-solution-bots-191900358.html
1,Some Israeli clinics said to start using new ultrasound coronavirus test,https://www.timesofisrael.com/some-israeli-clinics-said-to-start-using-new-ultrasound-coronavirus-test/
1,Walk-in coronavirus antibody testing is launched at urgent care clinics across New York,https://www.dailymail.co.uk/news/article-8266973/Walk-coronavirus-antibody-testing-launched-urgent-care-clinics-New-York.html
1,Doctors Say Common Asthma Drug Is Helping Coronavirus Patients - CBS New York,https://www.youtube.com/watch?v Bvm6PmYLaVE
1,Mesa Biotech Developing Molecular Point-of-Care (PCR) Diagnostic Test for Novel Coronavirus (COVID-19),https://news.yahoo.com/mesa-biotech-developing-molecular-point-120000353.html
1,"As demand for COVID-19 testing increases, patients and doctors search for alternative testing options",https://www.krgv.com/news/as-demand-for-covid-19-testing-increases-patients-and-doctors-search-for-alternative-testing-options/
1,Alternative Healthcare Facilities: Architects Mobilize their Creativity in Fight against COVID-19,https://www.archdaily.com/937840/alternative-healthcare-facilities-architects-mobilize-their-creativity-in-fight-against-covid-19
1,Bed shortage in COVID-19 hospitals forces Odisha to change strategy,https://www.thehindu.com/news/national/other-states/bed-shortage-in-covid-19-hospitals-forces-odisha-to-change-strategy/article32599863.ece
1,A medical device built over Zoom could help solve ventilator shortages and change the way hospitals treat respiratory illnesses beyond the coronavirus,https://www.businessinsider.com.au/rapid-medical-parts-ventilator-parts-company-built-over-zoom-2020-4
1,MIT's new way to remotely monitor vital signs over time could help with early COVID-19 detection in care homes,https://techcrunch.com/2020/06/16/mits-new-way-to-remotely-monitor-vital-signs-over-time-could-help-with-early-covid-19-detection-in-care-homes/
1,New robot technology to fight Covid care isolation - BBC ä¸­æ–‡ç½‘,https://www.bbc.com/news/uk-scotland-53241556
1,New startup with local ties testing compound with Mayo Clinic to â€˜starveâ€™ COVID-19,https://www.bizjournals.com/philadelphia/news/2020/04/17/new-startup-with-local-ties-testing-compound-with.html?anaRSS&sarticle_search&utm_sourcefeedburner&utm_mediumfeed&utm_campaignFeed%3A+bizj_national+%28Bizjournals+National+Feed%29
1,New York hospitals are testing a common heartburn drug as a coronavirus treatment for hospitalized patients,https://www.businessinsider.com/northwell-trial-heartburn-medicine-famotidine-pepcid-coronavirus-2020-4
1,Perficient Announces Availability of Healthcare and COVID-19 Chatbot Solutions,https://www.businesswire.com/news/home/20200330005506/en/Perficient-Announces-Availability-Healthcare-COVID-19-Chatbot-Solutions
1,Phunware Launches Mobile Healthcare Solution for Integrated Health System in New York to Address COVID-19 Challenges,https://www.businesswire.com/news/home/20200504005587/en/Phunware-Launches-Mobile-Healthcare-Solution-Integrated-Health
1,Portable hospital to vaccines: Low-cost Covid solutions from universities,https://www.business-standard.com/article/current-affairs/portable-hospital-to-vaccines-low-cost-covid-solutions-from-universities-120071701139_1.html
1,Rapid and cheap: These new testing kits could change the course of COVID-19 in India,https://www.firstpost.com/health/rapid-and-cheap-these-new-testing-kits-could-change-the-course-of-covid-19-in-india-8224721.html
1,SCG working on coronavirus respirator solution for healthcare workers,https://www.autoblog.com/2020/03/25/scg-developing-healthcare-worker-face-shield/
1,"'Silent hypoxia' may be killing COVID-19 patients, but one doctor offers a possible solution",https://www.foxnews.com/science/silent-hypoxia-covid-19-patients-doctor-solution
1,Some Israeli clinics said to start using new ultrasound coronavirus test,https://www.timesofisrael.com/some-israeli-clinics-said-to-start-using-new-ultrasound-coronavirus-test/
1,Telemedicine offers solutions to Hong Kong patients unwilling to visit hospitals for check-ups amid coronavirus crisis,https://www.scmp.com/news/hong-kong/health-environment/article/3078507/telemedicine-offers-solutions-hong-kong-patients
1,Virginia Hospital Center Unveils New Unit Built with COVID-19 in Mind,https://www.arlnow.com/2020/08/20/virginia-hospital-center-unveils-new-unit-built-with-covid-19-in-mind/
1,TeleHealth solutions for addressing the COVID-19 outbreak via virtual care strategies,https://www.beckershospitalreview.com/telehealth/telehealth-solutions-for-addressing-the-covid-19-outbreak-via-virtual-care-strategies.html
1,"COVID-19 Workplace Re-Engagement Service Integrating Testing, Monitoring And Care Navigation Is Being Launched By Ayin Health Solutions",https://finance.yahoo.com/news/covid-19-workplace-engagement-integrating-184800793.html
1,Doctors are seeing patients online during coronavirus â€” and it could change medicine forever,https://www.msn.com/en-us/news/us/doctors-are-seeing-patients-online-during-coronavirus-%E2%80%94-and-it-could-change-medicine-forever/ar-BB12eGhx
1,State eases licensing process to boost health care workforce during COVID-19 pandemic,https://madison.com/wsj/news/local/health-med-fit/state-eases-licensing-process-to-boost-health-care-workforce-during/article_d1f59405-0438-56ed-a45a-eece805a4c27.html
1,Thermo Fisher Scientific's COVID-19 Response Continues to Expand with New High-Throughput Automated Testing Solution,https://finance.yahoo.com/news/thermo-fisher-scientifics-covid-19-120000775.html
1,Medtronic Launches New Solutions to Help Monitor Patients for COVID-19,https://finance.yahoo.com/news/medtronic-launches-solutions-help-monitor-120010238.html
1,VeroSource Solutions Delivers Secure COVID-19 Test Results to Citizens in New Brunswick and Manitoba,https://ca.finance.yahoo.com/news/verosource-solutions-delivers-secure-covid-140000286.html
1,"Hospitals Get Creative To Solve Face Mask, Shield Shortage During Coronavirus Pandemic",https://denver.cbslocal.com/2020/04/16/coronavirus-mask-shield-good-samaritan-hospital/
1,Spencer Health Solutions Sees Increased Demand to Deliver In-Home Virtual Care to Canadaâ€™s High-Risk Patients Amid COVID-19 Crisis,https://finance.yahoo.com/news/spencer-health-solutions-sees-increased-135800221.html
1,Yale New Haven Health Partners with Capsule Technologies to Provide Remote Surveillance Solutions for COVID-19 Ventilated Patients,https://www.yahoo.com/news/yale-haven-health-partners-capsule-130000360.html
1,Coronavirus: Toronto hospital creates alternative to N95 using snorkel masks,https://globalnews.ca/news/6888415/coronavirus-sunnybrook-health-sciences-centre-n95-snorkel-masks/
1,Addressing Covid-19 is a data problem â€“ hereâ€™s how the data community is harnessing healthcare data to solve it,https://medcitynews.com/2020/08/addressing-covid-19-is-a-data-problem-heres-how-the-data-community-is-harnessing-healthcare-data-to-solve-it/
1,How New Inventions Can Fight Spread Of COVID-19 Indoors,https://www.ibtimes.com/how-new-inventions-can-fight-spread-covid-19-indoors-3012650
1,Doctors fighting coronavirus turn to mobile dialysis machines to solve shortage of life-saving kit,https://www.standard.co.uk/news/health/doctors-fighting-coronavirus-dialysis-machines-a4433406.html
1,Software Developers Help Combat the Coronavirus by Building Solutions to Common COVID-19 Challenges,https://markets.businessinsider.com/news/stocks/software-developers-help-combat-the-coronavirus-by-building-solutions-to-common-covid-19-challenges-1029269644
1,"UK Government Deploys Medalliaâ€™s Crowdsourcing Platform to Find New COVID-19 Testing Solutions and Help Achieve 100,000 Tests Per Day",https://www.businesswire.com/news/home/20200417005085/en/UK-Government-Deploys-Medallia%E2%80%99s-Crowdsourcing-Platform-Find
1,"With childrens' vaccinations down amid coronavirus, doctors get creative",https://www.foxnews.com/health/coronavirus-children-vaccinations-down
1,Hospital for children sports center turned to alternative care site due to COVID-19,https://www.csemag.com/articles/hospital-for-children-sports-center-turned-to-alternative-care-site-due-to-covid-19/
1,African solutions to the coronavirus crisis,https://www.bbc.com/news/business-52776994
0,New York hospital built for coronavirus cost $52 million but only treated 79 patients,https://www.independent.co.uk/news/world/americas/coronavirus-new-york-billie-jean-king-queens-hospital-centre-a9630206.html
0,NBA Expansion 101: How adding new teams could help solve league's current financial crisis due to coronavirus,https://www.cbssports.com/nba/news/nba-expansion-101-how-adding-new-teams-could-help-solve-leagues-current-financial-crisis-due-to-coronavirus/
0,MLS should look to Liga MX to solve their Covid-19 schedule problem,https://www.msn.com/en-us/sports/soccer/mls-should-look-to-liga-mx-to-solve-their-covid-19-schedule-problem/ar-BB12bVHw
0,Baystate Health reports 4 new coronavirus cases in outbreak at Springfield hospital,https://www.masslive.com/coronavirus/2020/07/baystate-health-reports-4-new-coronavirus-cases-in-outbreak-at-springfield-hospital.html
0,"Children may carry high levels of the coronavirus, up to 100 times as much as adults, new Lurie Childrenâ€™s Hospital study finds",https://www.chicagotribune.com/coronavirus/ct-nw-nyt-coronavirus-children-lurie-childrens-hospital-study-20200731-enq5fjcjxzbtvceqombbuekfka-story.html
0,"Some COVID-19 patients need rehab to walk, talk and problem-solve.",https://infosurhoy.com/news-summary/some-covid-19-patients-need-rehab-to-walk-talk-and-problem-solve/
0,Health officials cite hospital reporting error with 356 new coronavirus cases reported in Mass. and 29 new deaths,https://whdh.com/news/health-officials-cite-hospital-reporting-error-with-356-new-coronavirus-cases-reported-in-mass-and-29-new-deaths/
0,Ecolab Uses Consumer Research to Launch New Science-Based Solution to Address COVID-19 and Strengthen Confidence as Hotels and Restaurants Reopen,
0,Six Solutions to the Coronavirus Media Crisis,https://nationalinterest.org/blog/reboot/six-solutions-coronavirus-media-crisis-166371
0,Digerati Technologiesâ€™ Business Solutions Provide Certainty to Work During the Coronavirus Pandemic,https://www.bloomberg.com/press-releases/2020-03-18/digerati-technologies-business-solutions-provide-certainty-to-work-during-the-coronavirus-pandemic
0,Coronavirus in Massachusetts: Process for emergency residential group homes to care for children affected by COVID-19,https://www.wwlp.com/news/health/coronavirus-local-impact/coronavirus-in-massachusetts-process-for-emergency-residential-group-homes-to-care-for-children-affected-by-covid-19/
0,Philanthropy on the fly: Rotary Club takes care of members and those affected by coronavirus,https://www.losaltosonline.com/news/sections/community/177-features/62586-philanthropy-on-the-fly-rotary-club-takes-care-of-members-and-those-affected-by-coronavirus
0,"New art form emerges in Europe during coronavirus: Drive-in raves come to Germany, Denmark",https://www.foxnews.com/world/new-art-europe-coronavirus-drive-in-raves-germany-denmark
0,"In the era of COVID-19, states need practical solutions to address health care costs",https://www.msn.com/en-us/news/politics/in-the-era-of-covid-19-states-need-practical-solutions-to-address-health-care-costs/ar-BB158AXl
0,TransUnion Enhances Document Verification Solution as New Research Finds Identity Fraud at Center of Many Digital COVID-19 Scams,https://www.marketwatch.com/press-release/transunion-enhances-document-verification-solution-as-new-research-finds-identity-fraud-at-center-of-many-digital-covid-19-scams-2020-07-21-91972040
0,Hospital closed to new admissions after coronavirus infections as Victorian aged care facilities record cases,https://www.msn.com/en-au/news/australia/hospital-closed-to-new-admissions-after-coronavirus-infections-as-victorian-aged-care-facilities-record-cases/ar-BB16t9Q3
0,Malort made from beer released Friday as a creative solution to a serious problem: kegs expiring due to coronavirus,https://www.msn.com/en-us/finance/companies/malort-made-from-beer-released-friday-as-a-creative-solution-to-a-serious-problem-kegs-expiring-due-to-coronavirus/ar-BB14r3hE
0,Health officials cite hospital reporting error with 356 new coronavirus cases reported in Mass. and 29 new deaths,https://whdh.com/news/health-officials-cite-hospital-reporting-error-with-356-new-coronavirus-cases-reported-in-mass-and-29-new-deaths/
0,"Everbridge Wins New Patent for its Critical Event Management Solution, Expanding its Technology Leadership Amid COVID-19",https://apnews.com/8cdac009335845619972f4ea588d6b5e
0,"Amid Plastic Pandemic of COVID-19, Circular Centric Delivers Compostable, Blockchain Technology Solution for New Global Circular Environment",https://markets.businessinsider.com/news/stocks/amid-plastic-pandemic-of-covid-19-circular-centric-delivers-compostable-blockchain-technology-solution-for-new-global-circular-environment-1029293140
0,Eli Manning sends message to health care workers at New York hospital amid coronavirus pandemic,https://www.foxnews.com/sports/eli-manning-health-care-workers-new-york-presbyterian-hospital-amid-coronavirus
0,New York Man Leaves the Hospital After Battling Coronavirus for 132 Days and Having Leg Amputated,https://news.yahoo.com/york-man-leaves-hospital-battling-021528626.html
0,Berkeley Payment Solutions Aims to Support Businesses Amid COVID-19 by Providing At-Cost Fees to All New Programs,https://www.wfmz.com/news/pr_newswire/pr_newswire_technology/berkeley-payment-solutions-aims-to-support-businesses-amid-covid-/article_3004bd9e-c01e-51ef-a699-6b365d1efdb8.html
0,Housing as Health Care: Advocates Press for COVID Crisis Solutions,https://www.publicnewsservice.org/2020-04-09/housing-homelessness/housing-as-health-care-advocates-press-for-covid-crisis-solutions/a69845-1
0,"COVID-19 impacts adoption, foster care process in Clark County",https://www.ktnv.com/news/coronavirus/covid-19-impacts-adoption-foster-care-process-in-clark-county
0,Covid-19: Those waiting for Australian citizenship ceremonies demand 'New Zealand like' alternative,https://www.sbs.com.au/language/english/audio/covid-19-those-waiting-for-australian-citizenship-ceremonies-demand-new-zealand-like-alternative
0,"Coronavirus in Memphis: Shelby County sees 304 new cases reported, available hospital beds increases slightly",https://www.msn.com/en-us/health/medical/coronavirus-in-memphis-shelby-county-sees-304-new-cases-reported-available-hospital-beds-increases-slightly/ar-BB16gc9O
0,Coronavirus: Queues form at new Covid-19 testing station at Auckland's Eden Park,https://www.stuff.co.nz/national/health/coronavirus/122445858/coronavirus-queues-form-at-new-covid19-testing-station-at-aucklands-eden-park
0,The new coronavirus may be mutating to a less deadly form,https://theweek.com/speedreads/909770/new-coronavirus-may-mutating-less-deadly-form
0,A family wage prioritizes conservative values and would solve coronavirus child care dilemmas,https://www.washingtonexaminer.com/opinion/a-family-wage-prioritizes-conservative-values-and-would-solve-covid-19-child-care-dilemmas
0,Coronavirus: Premier Ford announces new long-term care home to be built at Humber River hospital,https://ca.news.yahoo.com/coronavirus-premier-ford-announces-long-182646188.html
0,Albertsons CEO: Coronavirus pushed people to form new habits,https://www.foxbusiness.com/lifestyle/albertsons-coronavirus-grocery
0,"No, There Isn't A New, More Contagious Form of Coronavirus Spreading Across the U.S.",https://www.vice.com/en_us/article/y3zmey/no-there-isnt-a-new-more-contagious-form-of-coronavirus-spreading-across-the-us
0,"29 new cases of coronavirus, three from Mount Carmel Hospital",https://www.maltatoday.com.mt/news/national/104131/29_new_cases_of_coronavirus_three_from_mount_carmel_hospital_
0,CorporateCARE Solutions Unveils New Backup Care Programs to Support Organizations and their Employees During Nationwide COVID-19 Pandemic,https://www.businesswire.com/news/home/20200421005130/en/CorporateCARE-Solutions-Unveils-New-Backup-Care-Programs/
0,"Global Medical Packaging Solutions Market Research Report 2020 with COVID-19 Pandemic Analysis, Growth Rate, New Trend Analysis Forecast to 2025",https://www.openpr.com/news/2039640/global-medical-packaging-solutions-market-research-report-2020
0,"Global Urgent Care Apps Market COVID - 19 Imapct Analysis With Key Players Johnson & Johnson Services Inc, Allm Inc and PatientSafe Solutions Inc",https://www.marketwatch.com/press-release/global-urgent-care-apps-market-covid---19-imapct-analysis-with-key-players-johnson-johnson-services-inc-allm-inc-and-patientsafe-solutions-inc-2020-04-14
0,New coronavirus hospital in Madinah named after late Saudi nurse Nujood,https://saudigazette.com.sa/article/595287/SAUDI-ARABIA/New-coronavirus-hospital-in-Madinah-named-after-late-Saudi-nurse-Nujood
0,Make-A-Wish Foundation finds creative solutions to grant wishes during coronavirus,https://www.inforum.com/community/nonprofits/6595708-Make-A-Wish-Foundation-finds-creative-solutions-to-grant-wishes-during-coronavirus
0,Interns Seek Solutions to Isolation During the Summer of Coronavirus,https://www.wsj.com/articles/interns-seek-solutions-to-isolation-during-the-summer-of-coronavirus-11594598400
0,Israel shuts down on weekends. Denmark moved school outside. Could Ohio try unique solutions to curb coronavirus as cases rise?,https://www.cleveland.com/coronavirus/2020/07/israel-shuts-down-on-weekends-denmark-moved-school-outside-could-ohio-try-unique-solutions-to-curb-coronavirus-as-cases-rise.html
0,$280K in grants go to MI companies creating coronavirus solutions,https://www.woodtv.com/health/coronavirus/280k-in-grants-go-to-mi-companies-creating-coronavirus-solutions/
0,African solutions to the coronavirus crisis,https://www.bbc.com/news/business-52776994
0,Adaptive Reuse Growing In Importance As More Buildings Need To Change For The Coronavirus Era,https://www.bisnow.com/chicago/news/construction-development/adaptive-reuse-growing-in-importance-as-more-buildings-need-to-change-for-the-covid-19-era-105296
0,"Phunware Partners with Noviant to Bring Pandemic Response Solutions to Cities, Health Systems and Small Businesses Impacted by Coronavirus Pandemic",https://www.daily-journal.com/business/phunware-partners-with-noviant-to-bring-pandemic-response-solutions-to-cities-health-systems-and-small/article_3cc89693-b151-548d-a3f2-c509cee940ed.html
0,UTC Engineering Students Turn Attention To Solutions For Coronavirus Equipment,https://www.chattanoogan.com/2020/5/12/408941/UTC-Engineering-Students-Turn-Attention.aspx
0,"Workday, IBM offer new AI solution to COVID-19 challenges as enterprises return to the office",https://www.zdnet.com/article/workday-ibm-expand-partnership-as-enterprises-gear-up-to-return-to-the-office/
0,Pivoting with the pandemic,https://www.thehindubusinessline.com/opinion/columns/r-srinivasan/pivoting-with-the-pandemic/article32396019.ece
0,Hawaiiâ€™s records 3 coronavirus-related deaths; new infections include Kona hospital worker,https://www.staradvertiser.com/2020/07/13/breaking-news/3-more-hawaii-residents-with-coronavirus-die-bringing-statewide-death-toll-to-22/
0,Bringing college students back to Boston feels dangerous. I’ll be teaching them in person anyway.,https://www.bostonglobe.com/2020/08/15/opinion/bringing-college-students-back-boston-feels-dangerous-ill-be-teaching-them-person-anyway/
0,"Can you bless our quarantine room?' In a city scarred by the coronavirus, a priest revives a nervous parish",https://news.yahoo.com/bless-quarantine-room-city-scarred-184604646.html
0,"San Diego COVID-19 Case Rate Falls Below State Threshold, Original Theater Work Eulogizes Human Toll Of Coronavirus, Trump Opposes USPS Funding For Mail Voting And Summer Music Series",https://www.kpbs.org/podcasts/kpbs-midday-edition/2020/aug/13/san-diego-covid-19-case-rate-falls-below-state-thr/
0,Teachers line up for hours in Madrid for virus test,https://www.france24.com/en/20200902-teachers-line-up-for-hours-in-madrid-for-virus-test
0,Pandemic Pivot In Swing: NEA Jazz Masters Concert Goes Online As Fans Embrace The Virtual Tip Jar,https://www.forbes.com/sites/cathyolson/2020/08/13/pandemic-pivot-in-swing-nea-jazz-masters-concert-goes-online-as-fans-embrace-the-virtual-tip-jar/
0,"Elk Audio’s Aloha Service Launches To Improve Remote Music Jams, Collaboration, Education",https://www.forbes.com/sites/dbloom/2020/08/11/elks-aloha-service-launches-to-improve-remote-jam-sessions-music-collaboration-education/
0,How to Not Waste a Crisis: Mindfully Manage ‘In-Betweenness’,https://sloanreview.mit.edu/article/how-to-not-waste-a-crisis-mindfully-manage-in-betweenness/
0,Doorstep recitals and bespoke gigs: how classical music is adapting to the new normal,https://amp.theguardian.commusic/2020/aug/06/doorstep-recitals-and-live-jukeboxes-how-classical-music-is-adapting-to-the-new-normal
0,The novel coronavirus might be even deadlier than 1918 Spanish flu,https://bgr.com/2020/08/14/coronavirus-death-rate-vs-1918-spanish-flu-study/
0,The coronavirus pandemic — seen it all before in the movies?,https://www.dw.com/en/the-coronavirus-pandemic-seen-it-all-before-in-the-movies/a-54622263
0,"How Hotel F&B Pivoted in Response to COVID-19, and What the Future Holds | By Court Williams",https://www.hvs.com/article/8863-how-hotel-fb-pivoted-in-response-to-covid-19-and-what-the-future-holds
0,YouTuber aims to take down 'mask-holes' with gun that fires surgical mask at your face,https://www.dailymail.co.uk/sciencetech/article-8636687/YouTuber-aims-mask-holes-gun-fires-surgical-mask-face.html
0,New Accenture study reveals emerging trends in digital health,https://www.mobihealthnews.com/news/new-accenture-study-reveals-emerging-trends-digital-health
0,Owens & Minor Reports 2nd Quarter Financial Results,https://www.businesswire.com/news/home/20200804005881/en/Owens-Minor-Reports-2nd-Quarter-Financial-Results
0,Epic EHR-linked telehealth skyrockets at Children’s Colorado,https://www.healthcareitnews.com/news/epic-ehr-linked-telehealth-skyrockets-children-s-colorado
0,Republican convention: Who is speaking and what to expect,https://www.latimes.com/politics/story/2020-08-24/republican-convention-what-to-expect
0,"DermTech, Inc. Reports Second Quarter 2020 Financial Results and Provides Corporate Update",https://www.businesswire.com/news/home/20200805005918/en/DermTech-Reports-Quarter-2020-Financial-Results-Corporate
0,"Healthcare Analytics Market Worth $84.2 Billion by 2027, Growing at a CAGR of 26% from 2020- Pre and Post COVID-19 Market Opportunity Analysis and Industry Forecasts by Meticulous Research®",https://www.prnewswire.com/news-releases/healthcare-analytics-market-worth-84-2-billion-by-2027--growing-at-a-cagr-of-26-from-2020--pre-and-post-covid-19-market-opportunity-analysis-and-industry-forecasts-by-meticulous-research-301117822.html
0,Call to Action: ‘This Is a Good Time to Redesign Our Healthcare System’,http://healthcare.dmagazine.com/healthcare-business/2020/08/call-to-action-this-is-a-good-time-to-redesign-our-healthcare-system/
0,Unleashing National growth through proper Cyber Security control in place post COVID – 19 - thepolicytimes.com,https://thepolicytimes.com/unleashing-national-growth-through-proper-cyber-security-control-in-place-post-covid-19/
0,Wall Street Breakfast: The Week Ahead,https://seekingalpha.com/article/4363579-wall-street-breakfast-week-ahead
